Class,Value,Timestamp
Toilet,1,2019-04-04 16:42:08
Toilet,0,2019-04-04 16:44:23
Toilet,1,2019-04-04 16:45:25
Toilet,0,2019-04-04 16:47:37
Toilet,1,2019-04-04 16:48:33
Toilet,0,2019-04-04 16:50:40
Toilet,1,2019-04-04 17:37:16
Toilet,0,2019-04-04 17:39:28
Toilet,1,2019-04-04 17:39:45
Toilet,0,2019-04-04 17:41:57
Toilet,1,2019-04-04 18:40:48
Toilet,0,2019-04-04 18:43:01
Toilet,1,2019-04-04 18:52:32
Toilet,0,2019-04-04 18:56:56
Toilet,1,2019-04-04 18:57:08
Toilet,0,2019-04-04 19:05:23
Toilet,1,2019-04-04 19:05:35
Toilet,0,2019-04-04 19:07:54
Toilet,1,2019-04-04 19:09:18
Toilet,0,2019-04-04 19:11:30
Toilet,1,2019-04-04 20:50:45
Toilet,0,2019-04-05 00:53:29
Toilet,1,2019-04-05 04:59:54
Toilet,0,2019-04-05 05:02:03
Toilet,1,2019-04-05 05:35:14
Toilet,0,2019-04-05 05:37:34
Toilet,1,2019-04-05 05:47:53
Toilet,0,2019-04-05 05:54:08
Toilet,1,2019-04-05 05:54:36
Toilet,0,2019-04-05 05:58:53
Toilet,1,2019-04-05 06:00:08
Toilet,0,2019-04-05 06:02:21
Toilet,1,2019-04-05 06:36:09
Toilet,0,2019-04-05 06:38:24
Toilet,1,2019-04-05 06:41:14
Toilet,0,2019-04-05 06:43:26
Toilet,1,2019-04-05 06:46:04
Toilet,0,2019-04-05 06:48:24
Toilet,1,2019-04-05 06:55:44
Toilet,0,2019-04-05 06:57:56
Toilet,1,2019-04-05 07:30:08
Toilet,0,2019-04-05 07:34:14
Toilet,1,2019-04-05 07:34:49
Toilet,0,2019-04-05 07:37:00
Toilet,1,2019-04-05 07:42:26
Toilet,0,2019-04-05 07:50:50
Toilet,1,2019-04-05 09:11:17
Toilet,0,2019-04-05 09:13:29
Toilet,1,2019-04-05 09:58:18
